LSID,Sample Type,Project,Destination,UKB Dispatch Date,Child Sample Type,Extraction Method,Child LSID,Child Volume,Child Concentration,RIN,Average Fragment Size,OD Ratio,QC Status,Returned to UKB,Child Sample Destroyed
1024651525,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651528,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024650964,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024650999,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651121,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651252,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651357,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651498,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651668,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651688,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024650982,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651021,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651098,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651427,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651615,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651679,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651750,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651772,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651250,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651362,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651443,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651475,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651684,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651726,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651734,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651768,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1019719684,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023461443,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651032,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651181,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651213,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651523,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651533,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651592,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1019719426,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651097,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651110,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651227,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651341,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651364,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651423,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651431,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652073,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652290,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652938,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652950,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024653048,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024653173,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024653232,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024653233,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652046,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652130,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652299,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652390,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652970,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024653091,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024653118,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024653153,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651958,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652067,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652138,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024653029,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024653042,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024653044,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024653162,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024653203,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651948,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651982,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652055,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652105,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652188,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652315,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652334,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652348,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651943,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024651946,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652001,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652134,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652231,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652339,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652394,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024652966,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024653856,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024653955,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654216,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654265,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654283,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654308,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654820,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654865,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024653892,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024653979,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654012,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654121,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654272,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654277,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654306,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654993,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654023,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654087,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654092,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654127,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654270,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654880,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654986,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024655089,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024653908,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024653921,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654124,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654131,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654137,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654232,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654825,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654856,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024653896,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024653942,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654067,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654068,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654204,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024654989,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024655018,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024655036,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1028130778,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1028130846,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1028130979,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1028131041,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1028134340,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1028134343,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1028135050,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1028135178,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1022644965,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1022645002,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1022645087,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1022645228,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1022645452,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1022645479,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1022645483,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1022645576,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1022645983,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1022646011,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1022646047,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1022646185,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1022646321,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1022646446,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1022646527,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1022646562,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023468102,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023468149,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023468186,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023468425,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023470444,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023470458,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023470522,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023470738,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023468248,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023468318,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023468334,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023468338,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023470399,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023470435,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023470543,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023470600,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023470525,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1025997293,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1025997319,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1025997571,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1025998735,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1025999000,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1025999064,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1025999128,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024484005,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024484022,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024484107,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024484248,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024486869,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024486894,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024487026,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1024487034,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1025997988,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1025998119,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1025998182,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1025998302,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1025998499,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1025998513,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1025998522,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1025998534,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026637389,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026637401,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026637691,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026637764,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026637797,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026637903,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026637985,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026638026,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1022046875,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1022046910,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1022046936,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1022046963,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1022047286,RNA blood,Transcriptomics Pilot,Southampton,TBC,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
